timestamp,open,high,low,close,volume,trade_count,vwap,Symbol
2016-04-22 04:00:00+00:00,105.01,106.48,104.62,105.68,33683119,193373,105.381329,AAPL
2016-04-25 04:00:00+00:00,105.0,105.65,104.51,105.08,28031576,160512,105.037347,AAPL
2016-04-26 04:00:00+00:00,104.01,105.3,103.91,104.35,55919965,312165,102.536267,AAPL
2016-04-27 04:00:00+00:00,96.0,98.71,95.68,97.82,114602142,653471,97.361182,AAPL
2016-04-28 04:00:00+00:00,97.55,97.88,94.25,94.83,82242690,473319,96.140362,AAPL
2016-04-29 04:00:00+00:00,94.0,94.72,92.51,93.74,68511478,380711,93.465777,AAPL
2016-05-02 04:00:00+00:00,93.96,94.08,92.4,93.64,48155904,270948,93.166508,AAPL
2016-05-03 04:00:00+00:00,94.23,95.74,93.68,95.18,56831156,312299,94.685833,AAPL
2016-05-04 04:00:00+00:00,95.2,95.9,93.82,94.19,40475475,225336,94.49009,AAPL
2016-05-05 04:00:00+00:00,94.01,94.07,92.68,93.24,35890500,199730,93.124381,AAPL
2016-05-06 04:00:00+00:00,93.37,93.45,91.85,92.72,43699886,233138,92.548033,AAPL
2016-05-09 04:00:00+00:00,93.0,93.77,92.59,92.79,32936436,183318,93.126216,AAPL
2016-05-10 04:00:00+00:00,93.35,93.57,92.11,93.42,33686836,194656,92.994631,AAPL
2016-05-11 04:00:00+00:00,93.47,93.57,92.46,92.51,28719109,167020,92.906882,AAPL
2016-05-12 04:00:00+00:00,92.77,92.78,89.47,90.34,76314690,432877,90.507912,AAPL
2016-05-13 04:00:00+00:00,90.005,91.67,90.0,90.52,44392738,248037,90.796964,AAPL
2016-05-16 04:00:00+00:00,92.45,94.39,91.65,93.88,61259756,341761,93.424446,AAPL
2016-05-17 04:00:00+00:00,94.67,94.7,93.01,93.49,46916939,264259,93.73202,AAPL
2016-05-18 04:00:00+00:00,94.18,95.21,93.89,94.56,42062193,241549,94.573903,AAPL
2016-05-19 04:00:00+00:00,94.56,94.64,93.57,94.2,30442100,174529,93.960089,AAPL
2016-05-20 04:00:00+00:00,94.7,95.43,94.52,95.22,32025968,171169,95.045733,AAPL
2016-05-23 04:00:00+00:00,95.87,97.19,95.67,96.43,37995704,205675,96.646669,AAPL
2016-05-24 04:00:00+00:00,97.22,98.09,96.84,97.9,35140174,199216,97.605326,AAPL
2016-05-25 04:00:00+00:00,98.67,99.74,98.11,99.62,38642097,214584,99.133453,AAPL
2016-05-26 04:00:00+00:00,99.67,100.73,98.64,100.41,56327159,211636,99.622063,AAPL
2016-05-27 04:00:00+00:00,99.44,100.47,99.245,100.35,36341240,186142,99.956111,AAPL
2016-05-31 04:00:00+00:00,99.67,100.4,98.82,99.86,42307197,198662,99.748199,AAPL
2016-06-01 04:00:00+00:00,98.98,99.54,98.33,98.46,29173285,168974,98.989898,AAPL
2016-06-02 04:00:00+00:00,97.68,97.84,96.63,97.72,40191530,221940,97.357966,AAPL
2016-06-03 04:00:00+00:00,97.83,98.27,97.45,97.92,28504887,159073,97.903285,AAPL
2016-06-06 04:00:00+00:00,97.9,101.89,97.55,98.63,23292504,138140,98.729408,AAPL
2016-06-07 04:00:00+00:00,99.3,99.87,98.96,99.03,22409450,130380,99.370354,AAPL
2016-06-08 04:00:00+00:00,99.06,99.56,98.68,98.94,20848131,120751,99.019489,AAPL
2016-06-09 04:00:00+00:00,98.5,99.99,98.46,99.65,26601354,159312,99.581218,AAPL
2016-06-10 04:00:00+00:00,98.51,99.3457,98.48,98.83,31712936,175475,98.908322,AAPL
2016-06-13 04:00:00+00:00,98.6,99.12,97.1,97.34,38020454,225983,97.621881,AAPL
2016-06-14 04:00:00+00:00,97.32,98.475,96.75,97.46,31931814,196928,97.429069,AAPL
2016-06-15 04:00:00+00:00,97.85,98.41,97.03,97.14,29445227,168201,97.807898,AAPL
2016-06-16 04:00:00+00:00,96.45,97.75,96.07,97.55,31098915,190545,96.904108,AAPL
2016-06-17 04:00:00+00:00,96.65,96.65,95.3,95.33,61008018,254396,95.765919,AAPL
2016-06-20 04:00:00+00:00,96.01,96.57,95.03,95.1,34411901,200093,95.896719,AAPL
2016-06-21 04:00:00+00:00,95.0,96.35,94.676,95.91,35546358,203067,95.961584,AAPL
2016-06-22 04:00:00+00:00,96.27,96.89,95.35,95.55,29200520,181346,96.044768,AAPL
2016-06-23 04:00:00+00:00,96.0,96.29,95.25,96.1,32240187,184291,95.758613,AAPL
2016-06-24 04:00:00+00:00,92.88,94.655,92.65,93.4,75311303,379477,93.576877,AAPL
2016-06-27 04:00:00+00:00,93.01,93.05,91.5,92.04,46621468,289998,92.00702,AAPL
2016-06-28 04:00:00+00:00,92.91,93.66,92.14,93.59,40444814,240677,92.92141,AAPL
2016-06-29 04:00:00+00:00,93.97,94.55,93.63,94.4,36531006,216403,94.247288,AAPL
2016-06-30 04:00:00+00:00,94.46,95.77,94.3,95.6,35836354,204308,95.272728,AAPL
2016-07-01 04:00:00+00:00,95.5,96.465,95.33,95.89,25652540,154605,95.999795,AAPL
2016-07-05 04:00:00+00:00,95.38,95.4,94.46,94.99,27705115,153252,94.833218,AAPL
2016-07-06 04:00:00+00:00,94.6,95.66,94.37,95.53,30949090,187587,95.154464,AAPL
2016-07-07 04:00:00+00:00,95.7,96.5,95.62,95.94,25126413,143921,96.053045,AAPL
2016-07-08 04:00:00+00:00,96.49,96.89,96.05,96.68,28912103,168666,96.633188,AAPL
2016-07-11 04:00:00+00:00,96.76,97.65,96.73,96.98,23794845,144019,97.236462,AAPL
2016-07-12 04:00:00+00:00,97.17,97.7,97.12,97.42,24167463,151231,97.405575,AAPL
2016-07-13 04:00:00+00:00,97.41,97.67,96.84,96.87,25892171,144843,97.1422,AAPL
2016-07-14 04:00:00+00:00,97.33,98.99,97.32,98.79,38918997,231500,98.391632,AAPL
2016-07-15 04:00:00+00:00,99.06,99.3,98.5,98.78,30136990,157724,98.859379,AAPL
2016-07-18 04:00:00+00:00,98.7,100.13,98.6,99.83,36484342,200050,99.782595,AAPL
2016-07-19 04:00:00+00:00,99.5,100.0,99.34,99.87,23779764,134939,99.799678,AAPL
2016-07-20 04:00:00+00:00,100.0,100.46,99.735,99.96,26275968,146679,99.987325,AAPL
2016-07-21 04:00:00+00:00,100.0,101.0,99.13,99.43,32702028,169896,99.904539,AAPL
2016-07-22 04:00:00+00:00,99.26,99.3,98.31,98.66,28280269,153515,98.695129,AAPL
2016-07-25 04:00:00+00:00,98.2,98.84,96.92,97.34,40382421,224242,97.661126,AAPL
2016-07-26 04:00:00+00:00,96.83,97.97,96.42,96.67,56239822,289092,98.270803,AAPL
2016-07-27 04:00:00+00:00,104.25,104.35,102.75,102.95,92344690,484303,103.540861,AAPL
2016-07-28 04:00:00+00:00,102.83,104.45,102.82,104.34,39844839,216360,103.91867,AAPL
2016-07-29 04:00:00+00:00,104.19,104.55,103.68,104.21,27711263,152936,104.11954,AAPL
2016-08-01 04:00:00+00:00,104.44,106.15,104.41,106.05,38167871,212308,105.418131,AAPL
2016-08-02 04:00:00+00:00,105.6,106.07,104.0,104.48,33815956,199996,104.770522,AAPL
2016-08-03 04:00:00+00:00,104.81,105.84,104.77,105.79,30202641,168032,105.570624,AAPL
2016-08-04 04:00:00+00:00,105.55,106.0,105.28,105.87,27408650,147500,105.727766,AAPL
2016-08-05 04:00:00+00:00,106.21,107.65,106.18,107.48,40553402,182161,107.330604,AAPL
2016-08-08 04:00:00+00:00,107.52,108.37,107.16,108.37,28037220,143108,107.920873,AAPL
2016-08-09 04:00:00+00:00,108.23,108.94,108.01,108.81,26315144,154391,108.497332,AAPL
2016-08-10 04:00:00+00:00,108.71,108.9,107.76,108.0,24008505,133573,108.159466,AAPL
2016-08-11 04:00:00+00:00,108.51,108.93,107.85,107.93,27484506,128934,108.335017,AAPL
2016-08-12 04:00:00+00:00,107.78,108.44,107.78,108.18,18660235,114633,108.128129,AAPL
2016-08-15 04:00:00+00:00,108.14,109.54,108.08,109.48,25868209,146986,109.245224,AAPL
2016-08-16 04:00:00+00:00,109.67,110.23,109.21,109.38,33794414,178821,109.756855,AAPL
2016-08-17 04:00:00+00:00,109.1,109.37,108.34,109.22,25355976,155181,108.914948,AAPL
2016-08-18 04:00:00+00:00,109.22,109.6,109.02,109.08,21984703,120957,109.284173,AAPL
2016-08-19 04:00:00+00:00,108.78,109.69,108.36,109.36,25368072,146693,109.148167,AAPL
2016-08-22 04:00:00+00:00,109.0,109.1,107.85,108.51,25820230,159760,108.480292,AAPL
2016-08-23 04:00:00+00:00,108.57,109.32,108.53,108.85,21257669,125049,108.983779,AAPL
2016-08-24 04:00:00+00:00,108.56,108.75,107.68,108.03,23675081,140592,108.139382,AAPL
2016-08-25 04:00:00+00:00,107.38,107.88,106.68,107.57,25086248,159112,107.299484,AAPL
2016-08-26 04:00:00+00:00,107.41,107.95,106.31,106.94,27765890,181341,107.108639,AAPL
2016-08-29 04:00:00+00:00,106.63,107.44,106.29,106.82,24970300,146774,106.879038,AAPL
2016-08-30 04:00:00+00:00,105.82,106.5,105.5,106.0,24863945,154474,105.959118,AAPL
2016-08-31 04:00:00+00:00,105.67,106.5699,105.64,106.1,29662346,152274,106.210999,AAPL
2016-09-01 04:00:00+00:00,106.14,106.8,105.62,106.73,26701523,151070,106.282084,AAPL
2016-09-02 04:00:00+00:00,107.67,108.0,106.82,107.73,26802450,149198,107.454357,AAPL
2016-09-06 04:00:00+00:00,107.82,108.3,107.51,107.7,26880391,136403,107.794108,AAPL
2016-09-07 04:00:00+00:00,107.86,108.76,107.07,108.36,42364308,240163,107.787878,AAPL
2016-09-08 04:00:00+00:00,107.12,107.27,105.24,105.52,53002026,284024,105.906551,AAPL
2016-09-09 04:00:00+00:00,104.61,105.72,103.13,103.13,46556984,275698,104.062455,AAPL
2016-09-12 04:00:00+00:00,102.65,105.72,102.53,105.44,45292770,259269,104.704672,AAPL
2016-09-13 04:00:00+00:00,107.5,108.79,107.24,107.95,62176190,337192,108.078454,AAPL
2016-09-14 04:00:00+00:00,108.6,113.03,108.6,111.77,112340318,580554,111.562965,AAPL
2016-09-15 04:00:00+00:00,113.67,115.73,113.49,115.57,90613177,461585,114.939887,AAPL
2016-09-16 04:00:00+00:00,115.17,116.13,114.04,114.92,79886911,316028,114.989891,AAPL
2016-09-19 04:00:00+00:00,115.19,116.18,113.25,113.58,47023046,242802,114.298075,AAPL
2016-09-20 04:00:00+00:00,113.06,114.12,112.51,113.57,34513869,184347,113.567582,AAPL
2016-09-21 04:00:00+00:00,113.82,113.989,112.441,113.55,36003185,186221,113.199028,AAPL
2016-09-22 04:00:00+00:00,114.23,114.94,114.0,114.62,31073914,169947,114.58277,AAPL
2016-09-23 04:00:00+00:00,114.46,114.79,111.55,112.71,52481151,283295,113.146394,AAPL
2016-09-26 04:00:00+00:00,111.64,113.39,111.55,112.88,29862942,167139,112.848858,AAPL
2016-09-27 04:00:00+00:00,113.0,113.18,112.34,113.09,24607412,138614,112.868662,AAPL
2016-09-28 04:00:00+00:00,113.66,114.64,113.43,113.95,29641085,166491,113.994997,AAPL
2016-09-29 04:00:00+00:00,113.2,113.8,111.8,112.18,35886990,211659,112.509,AAPL
2016-09-30 04:00:00+00:00,112.47,113.37,111.8,113.05,36379106,184106,112.869498,AAPL
2016-10-03 04:00:00+00:00,112.75,113.05,112.28,112.52,21701716,131075,112.594759,AAPL
2016-10-04 04:00:00+00:00,113.0,114.31,112.63,113.0,29730935,173328,113.473926,AAPL
2016-10-05 04:00:00+00:00,113.38,113.66,112.69,113.05,21453089,127356,113.102656,AAPL
2016-10-06 04:00:00+00:00,113.65,114.34,113.13,113.89,28779199,168292,113.867024,AAPL
2016-10-07 04:00:00+00:00,114.43,114.56,113.51,114.06,24358443,134890,114.079863,AAPL
2016-10-10 04:00:00+00:00,115.02,116.75,114.72,116.05,36055906,196558,116.056787,AAPL
2016-10-11 04:00:00+00:00,117.64,118.69,116.2,116.3,63913543,322691,117.260055,AAPL
2016-10-12 04:00:00+00:00,117.36,117.98,116.75,117.34,37586787,203123,117.378493,AAPL
2016-10-13 04:00:00+00:00,116.79,117.44,115.72,116.98,35192406,201253,116.608212,AAPL
2016-10-14 04:00:00+00:00,117.89,118.17,117.13,117.63,35650291,182548,117.611765,AAPL
2016-10-17 04:00:00+00:00,117.335,117.84,116.78,117.55,23624896,135059,117.251975,AAPL
2016-10-18 04:00:00+00:00,118.0,118.21,117.45,117.47,24553478,133015,117.857974,AAPL
2016-10-19 04:00:00+00:00,117.32,117.76,113.8,117.12,20030594,124176,117.293516,AAPL
2016-10-20 04:00:00+00:00,116.86,117.38,116.33,117.06,24125621,150406,116.957179,AAPL
2016-10-21 04:00:00+00:00,116.81,116.91,116.28,116.6,23192665,122047,116.607778,AAPL
2016-10-24 04:00:00+00:00,117.1,117.74,117.0,117.65,23538673,130477,117.42746,AAPL
2016-10-25 04:00:00+00:00,117.98,118.36,117.31,118.25,48214909,257405,117.633806,AAPL
2016-10-26 04:00:00+00:00,114.17,115.7,113.31,115.59,66134435,348953,114.659436,AAPL
2016-10-27 04:00:00+00:00,115.3,123.45,114.1,114.48,34562245,153099,114.807446,AAPL
2016-10-28 04:00:00+00:00,113.85,115.21,113.45,113.72,37969283,207759,114.206622,AAPL
2016-10-31 04:00:00+00:00,113.6,114.23,113.2,113.54,26419644,137495,113.675349,AAPL
2016-11-01 04:00:00+00:00,113.47,113.77,110.53,111.49,43927052,240676,111.778255,AAPL
2016-11-02 04:00:00+00:00,111.23,112.35,111.23,111.59,28332007,165460,111.849196,AAPL
2016-11-03 04:00:00+00:00,110.96,111.46,109.55,109.83,27078710,158184,110.242265,AAPL
2016-11-04 04:00:00+00:00,108.3,110.25,108.11,108.84,31147976,177297,109.246083,AAPL
2016-11-07 05:00:00+00:00,110.0,110.51,109.46,110.41,32560693,176601,110.082367,AAPL
2016-11-08 05:00:00+00:00,110.3,111.72,109.7,111.06,24254444,145064,110.817968,AAPL
2016-11-09 05:00:00+00:00,109.85,111.32,108.05,110.88,59249550,349049,109.756836,AAPL
2016-11-10 05:00:00+00:00,111.07,111.09,105.83,107.79,57166261,374411,108.172725,AAPL
2016-11-11 05:00:00+00:00,107.0,108.87,106.55,108.43,34146622,213715,108.102573,AAPL
2016-11-14 05:00:00+00:00,107.74,107.809,104.08,105.71,51233250,303637,105.568538,AAPL
2016-11-15 05:00:00+00:00,106.5,107.68,106.1593,107.11,32265410,192017,107.029326,AAPL
2016-11-16 05:00:00+00:00,106.88,110.23,106.6,109.99,62154522,226707,109.204992,AAPL
2016-11-17 05:00:00+00:00,109.82,110.35,108.83,109.95,28272162,169946,109.592205,AAPL
2016-11-18 05:00:00+00:00,109.72,110.54,109.66,110.06,28429342,145707,110.004263,AAPL
2016-11-21 05:00:00+00:00,110.02,111.99,110.01,111.73,29334621,165486,111.392541,AAPL
2016-11-22 05:00:00+00:00,111.95,112.42,111.4,111.8,25968617,131652,111.838906,AAPL
2016-11-23 05:00:00+00:00,111.37,111.51,110.33,111.23,27439681,144679,110.977809,AAPL
2016-11-25 05:00:00+00:00,111.13,111.87,110.95,111.79,11478372,66305,111.491197,AAPL
2016-11-28 05:00:00+00:00,111.43,112.465,111.39,111.57,27174359,135097,111.784047,AAPL
2016-11-29 05:00:00+00:00,110.69,112.03,110.07,111.46,28557095,163353,111.151099,AAPL
2016-11-30 05:00:00+00:00,111.6,112.2,110.27,110.52,36162278,178894,110.83432,AAPL
2016-12-01 05:00:00+00:00,110.34,110.94,109.03,109.49,37112115,220996,109.808349,AAPL
2016-12-02 05:00:00+00:00,109.17,110.09,108.85,109.9,26527997,147420,109.631204,AAPL
2016-12-05 05:00:00+00:00,110.0,110.03,108.25,109.11,34411828,202233,109.157843,AAPL
2016-12-06 05:00:00+00:00,109.47,110.36,109.19,109.95,26195558,156035,109.726789,AAPL
2016-12-07 05:00:00+00:00,109.25,111.19,109.16,111.03,29998929,184166,110.340333,AAPL
2016-12-08 05:00:00+00:00,110.78,112.43,110.6,112.12,27168516,157686,111.980953,AAPL
2016-12-09 05:00:00+00:00,112.5,114.7,112.31,113.95,34402677,190214,113.886321,AAPL
2016-12-12 05:00:00+00:00,113.19,115.0,112.49,113.3,26374509,161920,112.982571,AAPL
2016-12-13 05:00:00+00:00,113.83,115.92,113.75,115.19,43733820,245488,115.266654,AAPL
2016-12-14 05:00:00+00:00,114.98,116.2,114.98,115.19,34032955,209028,115.584487,AAPL
2016-12-15 05:00:00+00:00,115.23,116.73,115.23,115.82,46904957,190831,116.082399,AAPL
2016-12-16 05:00:00+00:00,116.43,116.5,115.645,115.97,44420329,154135,116.059858,AAPL
2016-12-19 05:00:00+00:00,115.8,117.38,115.75,116.64,28784433,136348,116.780674,AAPL
2016-12-20 05:00:00+00:00,116.74,117.5,116.68,116.95,21425050,109211,117.011066,AAPL
2016-12-21 05:00:00+00:00,116.8,117.4,116.78,117.06,24285222,109919,117.073227,AAPL
2016-12-22 05:00:00+00:00,116.35,116.51,115.64,116.29,26086234,131200,116.10896,AAPL
2016-12-23 05:00:00+00:00,115.8,116.52,115.59,116.52,14249984,83709,116.315442,AAPL
2016-12-27 05:00:00+00:00,116.52,117.8,116.49,117.26,18297016,109161,117.433499,AAPL
2016-12-28 05:00:00+00:00,117.52,118.0166,116.2,116.76,20906064,122798,117.082174,AAPL
2016-12-29 05:00:00+00:00,116.45,117.1095,116.4,116.73,15043079,95707,116.697792,AAPL
2016-12-30 05:00:00+00:00,116.65,117.2,115.43,115.82,30589148,158072,115.964466,AAPL
2017-01-03 05:00:00+00:00,115.8,116.33,114.76,116.15,28858812,158513,115.614123,AAPL
2017-01-04 05:00:00+00:00,115.95,116.51,115.75,116.02,21128357,129950,116.131882,AAPL
2017-01-05 05:00:00+00:00,115.9,116.8642,115.81,116.61,22193737,136222,116.461108,AAPL
2017-01-06 05:00:00+00:00,116.78,118.16,116.47,117.91,31762830,177885,117.733473,AAPL
