,close,high,low,open,symbol,volume,id,key,subkey,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
2018-01-25,42.7775,43.7375,42.6325,43.6263,AAPL,166116016,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.16974295870932465,0.16974295870932465,174.505,171.11,174.95,170.53,41529004,41.6107,40.8012,41.7168,40.6629,166116016,"Jan 25, 18",-0.7774999999999963,-0.0179
2018-01-26,42.8775,43,42.515,43,AAPL,156572044,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.17247744052502043,0.17247744052502043,172,171.51,172,170.06,39143011,41.0134,40.8966,41.0134,40.5508,156572044,"Jan 26, 18",0.09999999999999432,0.0023
2018-01-29,41.99,42.54,41.7675,42.54,AAPL,202561624,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.1482089144107192,0.1482089144107192,170.16,167.96,170.16,167.07,50640406,40.5747,40.0501,40.5747,39.8378,202561624,"Jan 29, 18",-0.8874999999999957,-0.0207
2018-01-30,41.7425,41.8425,41.175,41.3813,AAPL,184192740,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.14144107191687175,0.14144107191687175,165.525,166.97,167.37,164.7,46048185,39.4694,39.814,39.9094,39.2727,184192740,"Jan 30, 18",-0.24750000000000227,-0.0059
2018-01-31,41.8575,42.1104,41.625,41.7175,AAPL,129915720,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.14458572600492212,0.14458572600492212,166.87,167.43,168.4417,166.5,32478930,39.7902,39.9237,40.1649,39.7019,129915720,"Jan 31, 18",0.11500000000000199,0.0028
2018-02-01,41.945,42.155,41.69,41.7913,AAPL,188923148,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.146978397593656,0.146978397593656,167.165,167.78,168.62,166.76,47230787,39.8605,40.0071,40.2074,39.7639,188923148,"Feb 1, 18",0.08749999999999858,0.0021
2018-02-02,40.125,41.7,40.025,41.5,AAPL,346375300,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.09721082854799015,0.09721082854799015,166,160.5,166.8,160.1,86593825,39.5827,38.2712,39.7735,38.1759,346375300,"Feb 2, 18",-1.8200000000000003,-0.0434
2018-02-05,39.1225,40.97,39,39.775,AAPL,290954088,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.06979764834563855,0.06979764834563855,159.1,156.49,163.88,156,72738522,37.9374,37.315,39.0772,37.1982,290954088,"Feb 5, 18",-1.0024999999999977,-0.025
2018-02-06,40.7575,40.93,38.5,38.7075,AAPL,272975352,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.11450642603226688,0.11450642603226688,154.83,163.03,163.72,154,68243838,36.9192,38.8745,39.039,36.7213,272975352,"Feb 6, 18",1.634999999999998,0.0418
2018-02-07,39.885,40.85,39.7671,40.7713,AAPL,206434320,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.09064807219031987,0.09064807219031987,163.085,159.54,163.4,159.0685,51608580,38.8876,38.0423,38.9627,37.9299,206434320,"Feb 7, 18",-0.8725000000000023,-0.0214
2018-02-08,38.7875,40.25,38.7575,40.0725,AAPL,217562064,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.06063713426305718,0.06063713426305718,160.29,155.15,161,155.03,54390516,38.2212,36.9955,38.3905,36.9669,217562064,"Feb 8, 18",-1.0974999999999966,-0.0275
2018-02-09,39.1025,39.4725,37.56,39.2675,AAPL,282690432,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.06925075198249929,0.06925075198249929,157.07,156.41,157.89,150.24,70672608,37.606,37.448,37.8024,35.9708,282690432,"Feb 9, 18",0.3149999999999977,0.0081
2018-02-12,40.6775,40.9725,39.3775,39.625,AAPL,243278156,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.11231884057971019,0.11231884057971019,158.5,162.71,163.89,157.51,60819539,37.9484,38.9564,39.2389,37.7114,243278156,"Feb 12, 18",1.5750000000000028,0.0403
2018-02-13,41.085,41.1875,40.4125,40.4875,AAPL,130196652,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.12346185397867106,0.12346185397867106,161.95,164.34,164.75,161.65,32549163,38.7744,39.3466,39.4448,38.7026,130196652,"Feb 13, 18",0.40749999999999886,0.01
2018-02-14,41.8425,41.885,40.72,40.7613,AAPL,162579732,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.1441755537325677,0.1441755537325677,163.045,167.37,167.54,162.88,40644933,39.0366,40.0721,40.1128,38.9971,162579732,"Feb 14, 18",0.7575000000000003,0.0184
2018-02-15,43.2475,43.2725,42.25,42.4475,AAPL,204588684,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.18259502324309548,0.18259502324309548,169.79,172.99,173.09,169,51147171,40.6515,41.4177,41.4416,40.4624,204588684,"Feb 15, 18",1.4050000000000011,0.0336
2018-02-16,43.1075,43.705,42.9425,43.09,AAPL,160704364,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.17876674870112116,0.17876674870112116,172.36,172.43,174.82,171.77,40176091,41.2668,41.2836,41.8558,41.1256,160704364,"Feb 16, 18",-0.14000000000000057,-0.0032
2018-02-20,42.9625,43.565,42.855,43.0125,AAPL,135722160,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.174801750068362,0.174801750068362,172.05,171.85,174.26,171.42,33930540,41.1926,41.1447,41.7217,41.0418,135722160,"Feb 20, 18",-0.14500000000000313,-0.0034
2018-02-21,42.7675,43.53,42.7525,43.2075,AAPL,149886492,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.16946951052775494,0.16946951052775494,172.83,171.07,174.12,171.01,37471623,41.3793,40.958,41.6882,40.9436,149886492,"Feb 21, 18",-0.19500000000000028,-0.0045
2018-02-22,43.125,43.4875,42.9275,42.95,AAPL,123967760,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.1792452830188679,0.1792452830188679,171.8,172.5,173.95,171.71,30991940,41.1327,41.3003,41.6475,41.1112,123967760,"Feb 22, 18",0.3575000000000017,0.0084
2018-02-23,43.875,43.9125,43.385,43.4175,AAPL,135249440,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.19975389663658735,0.19975389663658735,173.67,175.5,175.65,173.54,33812360,41.5805,42.0186,42.0545,41.5493,135249440,"Feb 23, 18",0.75,0.0174
2018-02-26,44.7425,44.8475,44.0525,44.0875,AAPL,152648696,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2234755263877495,0.2234755263877495,176.35,178.97,179.39,176.21,38162174,42.2221,42.8494,42.95,42.1886,152648696,"Feb 26, 18",0.8674999999999997,0.0198
2018-02-27,44.5975,45.12,44.54,44.775,AAPL,155712500,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.21951052775499033,0.21951052775499033,179.1,178.39,180.48,178.16,38928125,42.8805,42.7105,43.2109,42.6555,155712500,"Feb 27, 18",-0.14500000000000313,-0.0032
2018-02-28,44.53,45.1538,44.5125,44.815,AAPL,151128552,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2176647525293957,0.2176647525293957,179.26,178.12,180.615,178.05,37782138,42.9188,42.6459,43.2432,42.6291,151128552,"Feb 28, 18",-0.06749999999999545,-0.0015
2018-03-01,43.75,44.9438,43.165,44.635,AAPL,195207880,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.19633579436696744,0.19633579436696744,178.54,175,179.775,172.66,48801970,42.7464,41.8989,43.0421,41.3386,195207880,"Mar 1, 18",-0.7800000000000011,-0.0175
2018-03-02,44.0525,44.075,43.1125,43.2,AAPL,153815800,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.20460760185944768,0.20460760185944768,172.8,176.21,176.3,172.45,38453950,41.3722,42.1886,42.2101,41.2884,153815800,"Mar 2, 18",0.302500000000002,0.0069
2018-03-05,44.205,44.435,43.63,43.8025,AAPL,113605464,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.20877768662838386,0.20877768662838386,175.21,176.82,177.74,174.52,28401366,41.9492,42.3346,42.5549,41.784,113605464,"Mar 5, 18",0.1524999999999963,0.0035
2018-03-06,44.1675,44.5625,44.0325,44.4775,AAPL,95154024,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.20775225594749785,0.20775225594749785,177.91,176.67,178.25,176.13,23788506,42.5956,42.2987,42.677,42.1694,95154024,"Mar 6, 18",-0.03750000000000142,-0.0008
2018-03-07,43.7575,43.9625,43.5675,43.735,AAPL,126813848,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.19654088050314467,0.19654088050314467,174.94,175.03,175.85,174.27,31703462,41.8845,41.9061,42.1024,41.7241,126813848,"Mar 7, 18",-0.4099999999999966,-0.0093
2018-03-08,44.235,44.28,43.7675,43.87,AAPL,95096428,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.20959803117309267,0.20959803117309267,175.48,176.94,177.12,175.07,23774107,42.0138,42.3634,42.4065,41.9156,95096428,"Mar 8, 18",0.47749999999999915,0.0109
2018-03-09,44.995,45,44.3475,44.49,AAPL,128740648,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.23038009297238166,0.23038009297238166,177.96,179.98,180,177.39,32185162,42.6076,43.0912,43.096,42.4711,128740648,"Mar 9, 18",0.759999999999998,0.0172
2018-03-12,45.43,45.5975,45.0525,45.0725,AAPL,128828324,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.242275088870659,0.242275088870659,180.29,181.72,182.39,180.21,32207081,43.1654,43.5078,43.6682,43.1463,128828324,"Mar 12, 18",0.4350000000000023,0.0097
2018-03-13,44.9925,45.875,44.81,45.6475,AAPL,126774116,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2303117309269893,0.2303117309269893,182.59,179.97,183.5,179.24,31693529,43.7161,43.0888,43.934,42.914,126774116,"Mar 13, 18",-0.4375,-0.0096
2018-03-14,44.61,45.13,44.4525,45.08,AAPL,117473424,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2198523379819524,0.2198523379819524,180.32,178.44,180.52,177.81,29368356,43.1726,42.7225,43.2205,42.5717,117473424,"Mar 14, 18",-0.3825000000000003,-0.0085
2018-03-15,44.6625,45.06,44.5175,44.625,AAPL,90975192,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2212879409351928,0.2212879409351928,178.5,178.65,180.24,178.0701,22743798,42.7369,42.7728,43.1535,42.6339,90975192,"Mar 15, 18",0.05250000000000199,0.0012
2018-03-16,44.505,44.78,44.405,44.6625,AAPL,157618752,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.21698113207547176,0.21698113207547176,178.65,178.02,179.12,177.62,39404688,42.7728,42.6219,42.8853,42.5262,157618752,"Mar 16, 18",-0.15749999999999886,-0.0035
2018-03-19,43.825,44.3675,43.415,44.33,AAPL,133787084,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.19838665572873948,0.19838665572873948,177.32,175.3,177.47,173.66,33446771,42.4543,41.9707,42.4903,41.5781,133787084,"Mar 19, 18",-0.6799999999999997,-0.0153
2018-03-20,43.81,44.2,43.735,43.81,AAPL,78597400,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.19797648345638508,0.19797648345638508,175.24,175.24,176.8,174.94,19649350,41.9564,41.9564,42.3299,41.8845,78597400,"Mar 20, 18",-0.015000000000000568,-0.0003
2018-03-21,42.8175,43.7725,42.815,43.76,AAPL,148219740,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.170836751435603,0.170836751435603,175.04,171.27,175.09,171.26,37054935,41.9085,41.0058,41.9204,41.0035,148219740,"Mar 21, 18",-0.9924999999999997,-0.0227
2018-03-22,42.2125,43.17,42.15,42.5,AAPL,165963068,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.15429313645064255,0.15429313645064255,170,168.85,172.68,168.6,41490767,40.7018,40.4264,41.3434,40.3666,165963068,"Mar 22, 18",-0.605000000000004,-0.0141
2018-03-23,41.235,42.48,41.235,42.0975,AAPL,164115136,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.1275635767022149,0.1275635767022149,168.39,164.94,169.92,164.94,41028784,40.3163,39.4903,40.6826,39.4903,164115136,"Mar 23, 18",-0.9774999999999991,-0.0232
2018-03-26,43.1925,43.275,41.61,42.0175,AAPL,150164944,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.18109105824446273,0.18109105824446273,168.07,172.77,173.1,166.44,37541236,40.2397,41.365,41.444,39.8494,150164944,"Mar 26, 18",1.9575000000000031,0.0475
2018-03-27,42.085,43.7875,41.73,43.42,AAPL,163690316,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.15080667213563032,0.15080667213563032,173.68,168.34,175.15,166.92,40922579,41.5829,40.3043,41.9348,39.9644,163690316,"Mar 27, 18",-1.1075000000000017,-0.0256
2018-03-28,41.62,42.505,41.2975,41.8125,AAPL,166674180,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.13809133169264418,0.13809133169264418,167.25,166.48,170.02,165.19,41668545,40.0434,39.859,40.7066,39.5502,166674180,"Mar 28, 18",-0.4650000000000034,-0.011
2018-03-29,41.945,42.9375,41.725,41.9513,AAPL,153594020,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.146978397593656,0.146978397593656,167.805,167.78,171.75,166.9,38398505,40.1762,40.1703,41.1208,39.9596,153594020,"Mar 29, 18",0.32500000000000284,0.0078
2018-04-02,41.67,42.235,41.1175,41.97,AAPL,150347164,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.13945857260049224,0.13945857260049224,167.88,166.68,168.94,164.47,37586791,40.1942,39.9069,40.448,39.3778,150347164,"Apr 2, 18",-0.2749999999999986,-0.0066
2018-04-03,42.0975,42.1864,41.22,41.91,AAPL,121112184,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.15114848236259218,0.15114848236259218,167.64,168.39,168.7455,164.88,30278046,40.1367,40.3163,40.4014,39.4759,121112184,"Apr 3, 18",0.4274999999999949,0.0103
2018-04-04,42.9025,43.0025,41.1925,41.22,AAPL,138421956,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.17316106097894457,0.17316106097894457,164.88,171.61,172.01,164.77,34605489,39.4759,41.0872,41.183,39.4496,138421956,"Apr 4, 18",0.8050000000000068,0.0191
2018-04-05,43.2,43.5576,43.02,43.145,AAPL,107732788,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.18129614438063993,0.18129614438063993,172.58,172.8,174.2304,172.08,26933197,41.3195,41.3722,41.7146,41.1998,107732788,"Apr 5, 18",0.29749999999999943,0.0069
2018-04-06,42.095,43.12,42.05,42.7425,AAPL,140021160,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.15108012031719986,0.15108012031719986,170.97,168.38,172.48,168.2,35005290,40.934,40.3139,41.2955,40.2708,140021160,"Apr 6, 18",-1.105000000000004,-0.0256
2018-04-09,42.5125,43.2725,42.4613,42.47,AAPL,116070872,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.16249658189773045,0.16249658189773045,169.88,170.05,173.09,169.845,29017718,40.673,40.7138,41.4416,40.6647,116070872,"Apr 9, 18",0.417500000000004,0.0099
2018-04-10,43.3125,43.5,42.8825,43.25,AAPL,114456964,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.1843724364232978,0.1843724364232978,173,173.25,174,171.53,28614241,41.42,41.4799,41.6595,41.0681,114456964,"Apr 10, 18",0.7999999999999972,0.0188
2018-04-11,43.11,43.4808,42.925,43.0575,AAPL,89726560,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.1788351107465135,0.1788351107465135,172.23,172.44,173.9232,171.7,22431640,41.2357,41.286,41.6411,41.1088,89726560,"Apr 11, 18",-0.20250000000000057,-0.0047
2018-04-12,43.535,43.75,43.26,43.3525,AAPL,91557140,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.19045665846322113,0.19045665846322113,173.41,174.14,175,173.04,22889285,41.5182,41.693,41.8989,41.4296,91557140,"Apr 12, 18",0.42499999999999716,0.0099
2018-04-13,43.6825,43.96,43.4625,43.695,AAPL,100497020,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.19449001914137262,0.19449001914137262,174.78,174.73,175.84,173.85,25124255,41.8462,41.8342,42.1,41.6236,100497020,"Apr 13, 18",0.14750000000000085,0.0034
2018-04-16,43.955,44.0475,43.7075,43.7575,AAPL,86313680,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.20194148208914406,0.20194148208914406,175.0301,175.82,176.19,174.8301,21578420,41.9061,42.0952,42.1838,41.8582,86313680,"Apr 16, 18",0.27250000000000085,0.0062
2018-04-17,44.56,44.7341,44.1025,44.1225,AAPL,106421768,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.21848509707410452,0.21848509707410452,176.49,178.24,178.9365,176.41,26605442,42.2556,42.6746,42.8414,42.2365,106421768,"Apr 17, 18",0.605000000000004,0.0138
2018-04-18,44.46,44.705,44.22,44.4525,AAPL,83018152,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.21575061525840855,0.21575061525840855,177.81,177.84,178.82,176.88,20754538,42.5717,42.5788,42.8135,42.349,83018152,"Apr 18, 18",-0.10000000000000142,-0.0022
2018-04-19,43.2,43.8475,43.165,43.7375,AAPL,139235200,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.18129614438063993,0.18129614438063993,174.95,172.8,175.39,172.66,34808800,41.8869,41.3722,41.9923,41.3386,139235200,"Apr 19, 18",-1.259999999999998,-0.0283
2018-04-20,41.43,42.8046,41.3575,42.6488,AAPL,261964560,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.13289581624282196,0.13289581624282196,170.595,165.72,171.2184,165.43,65491140,40.8442,39.6771,40.9935,39.6076,261964560,"Apr 20, 18",-1.7700000000000031,-0.041
2018-04-23,41.31,41.73,41.0225,41.7087,AAPL,146061908,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.12961443806398693,0.12961443806398693,166.8348,165.24,166.92,164.09,36515477,39.944,39.5621,39.9644,39.2868,146061908,"Apr 23, 18",-0.11999999999999744,-0.0029
2018-04-24,40.735,41.5825,40.305,41.4175,AAPL,134768068,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.11389116762373527,0.11389116762373527,165.67,162.94,166.33,161.2201,33692017,39.6651,39.0115,39.8231,38.5997,134768068,"Apr 24, 18",-0.5750000000000028,-0.0139
2018-04-25,40.9125,41.355,40.6025,40.655,AAPL,113528336,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.1187448728465956,0.1187448728465956,162.62,163.65,165.42,162.41,28382084,38.9348,39.1814,39.6052,38.8846,113528336,"Apr 25, 18",0.177500000000002,0.0044
2018-04-26,41.055,41.4325,40.8425,41.03,AAPL,111852056,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.12264150943396225,0.12264150943396225,164.12,164.22,165.73,163.37,27963014,39.294,39.3179,39.6794,39.1144,111852056,"Apr 26, 18",0.1424999999999983,0.0035
2018-04-27,40.58,41.0825,40.1575,41,AAPL,142623356,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.10965272080940656,0.10965272080940656,164,162.32,164.33,160.63,35655839,39.2652,38.863,39.3443,38.4584,142623356,"Apr 27, 18",-0.4750000000000014,-0.0116
2018-04-30,41.315,41.815,40.46,40.5326,AAPL,169709696,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.1297511621547716,0.1297511621547716,162.1302,165.26,167.26,161.84,42427424,38.8176,39.5669,40.0458,38.7481,169709696,"Apr 30, 18",0.7349999999999994,0.0181
2018-05-01,42.275,42.3,41.3175,41.6026,AAPL,214277504,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.1560021875854525,0.1560021875854525,166.4102,169.1,169.2,165.27,53569376,39.8423,40.4863,40.5102,39.5693,214277504,"May 1, 18",0.9600000000000009,0.0232
2018-05-02,44.1425,44.4375,43.45,43.8063,AAPL,266157484,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2070686354935739,0.2070686354935739,175.225,176.57,177.75,173.8,66539371,41.9528,42.2748,42.5573,41.6116,266157484,"May 2, 18",1.8674999999999997,0.0442
2018-05-03,44.2225,44.375,43.6103,43.97,AAPL,136272720,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2092562209461306,0.2092562209461306,175.88,176.89,177.5,174.4411,34068180,42.1096,42.3514,42.4974,41.7651,136272720,"May 3, 18",0.0799999999999983,0.0018
2018-05-04,45.9575,46.0625,44.5425,44.5625,AAPL,224805268,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2566994804484551,0.2566994804484551,178.25,183.83,184.25,178.17,56201317,42.677,44.013,44.1135,42.6579,224805268,"May 4, 18",1.7350000000000065,0.0392
2018-05-07,46.29,46.9175,46.1875,46.295,AAPL,169805692,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2657916324856439,0.2657916324856439,185.18,185.16,187.67,184.75,42451423,44.3362,44.3314,44.9324,44.2333,169805692,"May 7, 18",0.332499999999996,0.0072
2018-05-08,46.5125,46.555,45.9163,46.2475,AAPL,113611108,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.27187585452556745,0.27187585452556745,184.99,186.05,186.22,183.665,28402777,44.2907,44.5445,44.5852,43.9735,113611108,"May 8, 18",0.2225000000000037,0.0048
2018-05-09,46.84,46.85,46.305,46.6375,AAPL,92844964,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.28083128247197164,0.28083128247197164,186.55,187.36,187.4,185.22,23211241,44.6642,44.8581,44.8677,44.3458,92844964,"May 9, 18",0.32750000000000057,0.007
2018-05-10,47.51,47.5925,46.9125,46.935,AAPL,111957156,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2991523106371342,0.2991523106371342,187.74,190.04,190.37,187.65,27989289,44.9491,45.4998,45.5788,44.9276,111957156,"May 10, 18",0.6699999999999946,0.0143
2018-05-11,47.1475,47.515,46.8625,47.3725,AAPL,104848884,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2892398140552365,0.2892398140552365,189.49,188.59,190.06,187.45,26212221,45.5431,45.3268,45.6801,45.0528,104848884,"May 11, 18",-0.36249999999999716,-0.0076
2018-05-14,47.0375,47.3825,46.965,47.2525,AAPL,83115088,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.28623188405797106,0.28623188405797106,189.01,188.15,189.53,187.86,20778772,45.4277,45.221,45.5527,45.1513,83115088,"May 14, 18",-0.10999999999999943,-0.0023
2018-05-15,46.61,46.7675,46.275,46.695,AAPL,94780636,HISTORICAL_PRICES,AAPL,,1652531939184.6118,0.2745419742958709,0.2745419742958709,186.78,186.44,187.07,185.1,23695159,44.8917,44.81,44.9614,44.4879,94780636,"May 15, 18",-0.427500000000002,-0.0091
