Date,AAPL,holdings,cash,total,returns
2012-05-23,2037.7143859863281,2037.7143859863281,98530.50003051758,100568.2144165039,0.0004828480262577539
2012-05-24,2019.0000534057617,2019.0000534057617,98530.50003051758,100549.50008392334,-0.00018608595856206556
2012-05-25,2008.1785202026367,2008.1785202026367,98530.50003051758,100538.67855072021,-0.00010762393839947038
2012-05-29,2043.8213348388672,2043.8213348388672,98530.50003051758,100574.32136535645,0.00035451843161293795
2012-05-30,2068.4642791748047,2068.4642791748047,98530.50003051758,100598.96430969238,0.00024502222835209864
2012-05-31,2063.3214950561523,2063.3214950561523,98530.50003051758,100593.82152557373,-5.112164080356418e-05
2012-06-01,2003.5356521606445,2003.5356521606445,98530.50003051758,100534.03568267822,-0.0005943291743848444
2012-06-04,2015.3213500976562,2015.3213500976562,98530.50003051758,100545.82138061523,0.00011723092440263372
2012-06-05,2010.1070404052734,2010.1070404052734,98530.50003051758,100540.60707092285,-5.186003377155579e-05
2012-06-06,2040.9286499023438,2040.9286499023438,98530.50003051758,100571.42868041992,0.00030655881633312454
2012-06-07,2041.8571472167969,2041.8571472167969,98530.50003051758,100572.35717773438,9.232217605292803e-06
2012-06-08,2072.57137298584,2072.57137298584,98530.50003051758,100603.07140350342,0.0003053943114286195
2012-06-11,2039.8929595947266,2039.8929595947266,98530.50003051758,100570.3929901123,-0.00032482520598242637
2012-06-12,2057.71427154541,2057.71427154541,98530.50003051758,100588.21430206299,0.00017720236961227265
2012-06-13,2043.428611755371,2043.428611755371,98530.50003051758,100573.92864227295,-0.00014202120883799463
2012-06-14,2041.1785125732422,2041.1785125732422,98530.50003051758,100571.67854309082,-2.2372589124297626e-05
2012-06-15,2050.4642486572266,2050.4642486572266,98530.50003051758,100580.9642791748,9.232953271243183e-05
2012-06-18,2092.0713424682617,2092.0713424682617,98530.50003051758,100622.57137298584,0.00041366767667438964
2012-06-19,2097.892951965332,2097.892951965332,98530.50003051758,100628.39298248291,5.7855900695402696e-05
2012-06-20,2091.9286727905273,2091.9286727905273,98530.50003051758,100622.4287033081,-5.927034108399454e-05
2012-06-21,2063.107109069824,2063.107109069824,98530.50003051758,100593.6071395874,-0.0002864327972611491
2012-06-22,2078.928565979004,2078.928565979004,98530.50003051758,100609.42859649658,0.00015728093821332223
2012-06-25,2038.46435546875,2038.46435546875,98530.50003051758,100568.96438598633,-0.00040219103790495314
2012-06-26,2042.9643630981445,2042.9643630981445,98530.50003051758,100573.46439361572,4.474549038935294e-05
2012-06-27,2051.785659790039,2051.785659790039,98530.50003051758,100582.28569030762,8.770998140583686e-05
2012-06-28,0.0,0.0,100562.82138824463,100562.82138824463,-0.00019351620346863552
2012-06-29,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-02,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-03,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-05,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-06,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-09,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-10,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-11,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-12,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-13,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-16,0.0,0.0,100562.82138824463,100562.82138824463,0.0
2012-07-17,2167.6429748535156,2167.6429748535156,98395.17841339111,100562.82138824463,0.0
2012-07-18,2165.2143478393555,2165.2143478393555,98395.17841339111,100560.39276123047,-2.415034682434758e-05
2012-07-19,2194.0000534057617,2194.0000534057617,98395.17841339111,100589.17846679688,0.00028625291504935646
2012-07-20,2158.2143783569336,2158.2143783569336,98395.17841339111,100553.39279174805,-0.00035576068513809567
2012-07-23,2156.5357208251953,2156.5357208251953,98395.17841339111,100551.71413421631,-1.669419086847146e-05
2012-07-24,2146.1429595947266,2146.1429595947266,98395.17841339111,100541.32137298584,-0.00010335737505773324
2012-07-25,2053.4643173217773,2053.4643173217773,98395.17841339111,100448.64273071289,-0.0009217965410374118
2012-07-26,2053.1429290771484,2053.1429290771484,98395.17841339111,100448.32134246826,-3.19952799654466e-06
2012-07-27,2089.8571014404297,2089.8571014404297,98395.17841339111,100485.03551483154,0.0003655030952494087
2012-07-30,2125.107192993164,2125.107192993164,98395.17841339111,100520.28560638428,0.0003507994137845749
2012-07-31,2181.2856674194336,2181.2856674194336,98395.17841339111,100576.46408081055,0.000558876987738044
2012-08-01,2167.178535461426,2167.178535461426,98395.17841339111,100562.35694885254,-0.00014026275517775577
2012-08-02,2170.6785202026367,2170.6785202026367,98395.17841339111,100565.85693359375,3.4804124002363324e-05
2012-08-03,2198.928642272949,2198.928642272949,98395.17841339111,100594.10705566406,0.0002809116625830388
2012-08-06,2223.392868041992,2223.392868041992,98395.17841339111,100618.5712814331,0.00024319740474965101
2012-08-07,2217.5357818603516,2217.5357818603516,98395.17841339111,100612.71419525146,-5.8210786607726384e-05
2012-08-08,2213.785743713379,2213.785743713379,98395.17841339111,100608.96415710449,-3.727201057013296e-05
2012-08-09,2216.8928146362305,2216.8928146362305,98395.17841339111,100612.07122802734,3.088264498973814e-05
2012-08-10,2220.357131958008,2220.357131958008,98395.17841339111,100615.53554534912,3.4432422267860474e-05
2012-08-13,2250.0,2250.0,98395.17841339111,100645.17841339111,0.0002946152190248519
2012-08-14,2256.035614013672,2256.035614013672,98395.17841339111,100651.21402740479,5.996923159967693e-05
2012-08-15,2252.964210510254,2252.964210510254,98395.17841339111,100648.14262390137,-3.0515315022294764e-05
2012-08-16,2272.6428985595703,2272.6428985595703,98395.17841339111,100667.82131195068,0.00019551963440456177
2012-08-17,2314.6785736083984,2314.6785736083984,98395.17841339111,100709.85698699951,0.0004175681414477772
2012-08-20,2375.535774230957,2375.535774230957,98395.17841339111,100770.71418762207,0.0006042824649270528
2012-08-21,2343.0713653564453,2343.0713653564453,98395.17841339111,100738.24977874756,-0.00032216114707761534
2012-08-22,2388.8214111328125,2388.8214111328125,98395.17841339111,100783.99982452393,0.0004541477132751215
2012-08-23,2366.535758972168,2366.535758972168,98395.17841339111,100761.71417236328,-0.00022112291831488662
2012-08-24,2368.642807006836,2368.642807006836,98395.17841339111,100763.82122039795,2.091119679703546e-05
2012-08-27,2413.142967224121,2413.142967224121,98395.17841339111,100808.32138061523,0.0004416283511117225
2012-08-28,2410.0000381469727,2410.0000381469727,98395.17841339111,100805.17845153809,-3.1177278166150124e-05
